,Date,home,visitor,hgoal,vgoal
2298,30/06/2018,Minnesota United,FC Dallas,0,1
2299,30/06/2018,Seattle Sounders,Portland Timbers,2,3
2300,01/07/2018,Atlanta United,Orlando City,4,0
2301,01/07/2018,Montreal Impact,Sporting Kansas City,2,0
2302,01/07/2018,Columbus Crew,Real Salt Lake,2,1
2303,01/07/2018,New England Revolution,DC United,3,2
2304,01/07/2018,Chicago Fire,New York City,3,2
2305,01/07/2018,Los Angeles FC,Philadelphia Union,4,1
2306,01/07/2018,San Jose Earthquakes,Los Angeles Galaxy,3,3
2307,01/07/2018,Toronto FC,New York Red Bulls,0,1
2308,02/07/2018,Vancouver Whitecaps,Colorado Rapids,0,1
2309,04/07/2018,Houston Dynamo,Los Angeles FC,2,2
2310,05/07/2018,Minnesota United,Toronto FC,4,3
2311,05/07/2018,FC Dallas,Atlanta United,3,2
2312,05/07/2018,Colorado Rapids,Seattle Sounders,1,2
2313,05/07/2018,Real Salt Lake,Sporting Kansas City,4,2
2314,05/07/2018,Los Angeles Galaxy,DC United,2,2
2315,08/07/2018,Philadelphia Union,Atlanta United,0,2
2316,08/07/2018,Montreal Impact,Colorado Rapids,2,1
2317,08/07/2018,New England Revolution,Seattle Sounders,0,0
2318,08/07/2018,Sporting Kansas City,Toronto FC,2,2
2319,08/07/2018,Houston Dynamo,Minnesota United,3,0
2320,08/07/2018,Real Salt Lake,FC Dallas,2,0
2321,08/07/2018,Los Angeles Galaxy,Columbus Crew,4,0
2322,08/07/2018,Vancouver Whitecaps,Chicago Fire,3,2
2323,08/07/2018,Los Angeles FC,Orlando City,4,1
2324,08/07/2018,Portland Timbers,San Jose Earthquakes,2,1
2325,09/07/2018,New York City,New York Red Bulls,1,0
2326,12/07/2018,New York City,Montreal Impact,3,0
2327,12/07/2018,Chicago Fire,Philadelphia Union,3,4
2328,15/07/2018,New York City,Columbus Crew,2,0
2329,15/07/2018,New York Red Bulls,Sporting Kansas City,3,2
2330,15/07/2018,Montreal Impact,San Jose Earthquakes,2,0
2331,15/07/2018,New England Revolution,Los Angeles Galaxy,2,3
2332,15/07/2018,DC United,Vancouver Whitecaps,3,1
2333,15/07/2018,FC Dallas,Chicago Fire,3,1
2334,15/07/2018,Minnesota United,Real Salt Lake,3,2
2335,15/07/2018,Orlando City,Toronto FC,2,1
2336,15/07/2018,Colorado Rapids,Houston Dynamo,0,0
2337,15/07/2018,Atlanta United,Seattle Sounders,1,1
2338,15/07/2018,Los Angeles FC,Portland Timbers,0,0
2339,19/07/2018,Minnesota United,New England Revolution,2,1
2340,21/07/2018,Atlanta United,DC United,3,1
2341,21/07/2018,Seattle Sounders,Vancouver Whitecaps,2,0
2342,22/07/2018,Chicago Fire,Toronto FC,1,2
2343,22/07/2018,New York Red Bulls,New England Revolution,2,0
2344,22/07/2018,Philadelphia Union,Los Angeles Galaxy,1,3
2345,22/07/2018,Columbus Crew,Orlando City,3,2
2346,22/07/2018,Houston Dynamo,FC Dallas,1,1
2347,22/07/2018,Real Salt Lake,Colorado Rapids,2,2
2348,22/07/2018,Portland Timbers,Montreal Impact,2,2
2349,23/07/2018,Minnesota United,Los Angeles FC,5,1
2350,26/07/2018,DC United,New York Red Bulls,0,1
2351,26/07/2018,Houston Dynamo,Philadelphia Union,1,3
2352,26/07/2018,San Jose Earthquakes,Seattle Sounders,0,1
2353,27/07/2018,Orlando City,New York City,0,2
2354,27/07/2018,Los Angeles FC,Los Angeles Galaxy,2,2
2355,29/07/2018,Montreal Impact,Atlanta United,1,2
2356,29/07/2018,New York Red Bulls,Columbus Crew,2,3
2357,29/07/2018,Toronto FC,Chicago Fire,3,0
2358,29/07/2018,DC United,Colorado Rapids,2,1
2359,29/07/2018,Sporting Kansas City,FC Dallas,2,3
2360,29/07/2018,Vancouver Whitecaps,Minnesota United,4,2
2361,29/07/2018,San Jose Earthquakes,Real Salt Lake,0,0
2362,29/07/2018,Portland Timbers,Houston Dynamo,2,1
2363,29/07/2018,Seattle Sounders,New York City,3,1
2364,30/07/2018,Los Angeles Galaxy,Orlando City,4,3
2365,04/08/2018,Atlanta United,Toronto FC,2,2
2366,05/08/2018,Montreal Impact,DC United,1,1
2367,05/08/2018,Orlando City,New England Revolution,3,3
2368,05/08/2018,FC Dallas,San Jose Earthquakes,1,3
2369,05/08/2018,Minnesota United,Seattle Sounders,1,2
2370,05/08/2018,New York City,Vancouver Whitecaps,2,2
2371,05/08/2018,Colorado Rapids,Los Angeles Galaxy,2,1
2372,05/08/2018,Houston Dynamo,Sporting Kansas City,0,1
2373,05/08/2018,Real Salt Lake,Chicago Fire,2,1
2374,05/08/2018,Portland Timbers,Philadelphia Union,3,0
2375,05/08/2018,New York Red Bulls,Los Angeles FC,2,1
2376,12/08/2018,Columbus Crew,Houston Dynamo,1,0
2377,12/08/2018,New England Revolution,Philadelphia Union,2,3
2378,12/08/2018,Chicago Fire,New York Red Bulls,0,1
2379,12/08/2018,Colorado Rapids,San Jose Earthquakes,2,1
2380,12/08/2018,Real Salt Lake,Montreal Impact,1,1
2381,12/08/2018,Los Angeles FC,Sporting Kansas City,0,2
2382,12/08/2018,Los Angeles Galaxy,Minnesota United,2,2
2383,12/08/2018,Portland Timbers,Vancouver Whitecaps,1,2
2384,12/08/2018,Toronto FC,New York City,2,3
2385,13/08/2018,DC United,Orlando City,3,2
2386,13/08/2018,Seattle Sounders,FC Dallas,2,1
2387,15/08/2018,Los Angeles Galaxy,Colorado Rapids,2,2
2388,16/08/2018,DC United,Portland Timbers,4,1
2389,16/08/2018,Los Angeles FC,Real Salt Lake,2,0
2390,18/08/2018,Seattle Sounders,Los Angeles Galaxy,5,0
2391,19/08/2018,Philadelphia Union,New York City,2,0
2392,19/08/2018,Vancouver Whitecaps,New York Red Bulls,2,2
2393,19/08/2018,Montreal Impact,Chicago Fire,2,1
2394,19/08/2018,FC Dallas,Minnesota United,2,0
2395,19/08/2018,Sporting Kansas City,Portland Timbers,3,0
2396,19/08/2018,Houston Dynamo,Real Salt Lake,1,2
2397,19/08/2018,San Jose Earthquakes,Toronto FC,1,1
2398,19/08/2018,Atlanta United,Columbus Crew,3,1
2399,20/08/2018,DC United,New England Revolution,2,0
2400,20/08/2018,Los Angeles FC,Colorado Rapids,2,0
2401,23/08/2018,New York City,New York Red Bulls,1,1
2402,24/08/2018,Chicago Fire,Columbus Crew,1,1
2403,24/08/2018,Houston Dynamo,FC Dallas,1,1
2404,25/08/2018,Orlando City,Atlanta United,1,2
2405,25/08/2018,Los Angeles Galaxy,Los Angeles FC,1,1
2406,26/08/2018,Philadelphia Union,New England Revolution,1,0
2407,26/08/2018,Toronto FC,Montreal Impact,3,1
2408,26/08/2018,Sporting Kansas City,Minnesota United,2,0
2409,26/08/2018,Colorado Rapids,Real Salt Lake,0,6
2410,26/08/2018,San Jose Earthquakes,Vancouver Whitecaps,2,3
2411,27/08/2018,New York Red Bulls,DC United,1,0
2412,27/08/2018,Portland Timbers,Seattle Sounders,0,1
2413,30/08/2018,DC United,Philadelphia Union,0,2
2414,30/08/2018,New York Red Bulls,Houston Dynamo,1,0
2415,30/08/2018,Portland Timbers,Toronto FC,2,0
2416,30/08/2018,San Jose Earthquakes,FC Dallas,4,3
2417,01/09/2018,Seattle Sounders,Sporting Kansas City,3,1
2418,02/09/2018,Montreal Impact,New York Red Bulls,3,0
2419,02/09/2018,New England Revolution,Portland Timbers,1,1
2420,02/09/2018,Orlando City,Philadelphia Union,2,2
2421,02/09/2018,Columbus Crew,New York City,2,1
2422,02/09/2018,FC Dallas,Houston Dynamo,4,2
2423,02/09/2018,Toronto FC,Los Angeles FC,2,4
2424,02/09/2018,Real Salt Lake,Los Angeles Galaxy,6,2
2425,02/09/2018,Vancouver Whitecaps,San Jose Earthquakes,2,1
2426,03/09/2018,DC United,Atlanta United,3,1
2427,06/09/2018,New York City,New England Revolution,0,1
2428,08/09/2018,New York City,DC United,1,1
2429,09/09/2018,Sporting Kansas City,Orlando City,1,0
2430,09/09/2018,Portland Timbers,Colorado Rapids,2,0
2431,13/09/2018,DC United,Minnesota United,2,1
2432,15/09/2018,Colorado Rapids,Atlanta United,0,3
2433,16/09/2018,Philadelphia Union,Montreal Impact,1,4
2434,16/09/2018,Toronto FC,Los Angeles Galaxy,5,3
2435,16/09/2018,FC Dallas,Columbus Crew,0,0
2436,16/09/2018,Houston Dynamo,Portland Timbers,4,1
2437,16/09/2018,Real Salt Lake,Minnesota United,1,1
2438,16/09/2018,Vancouver Whitecaps,Seattle Sounders,1,2
2439,16/09/2018,Los Angeles FC,New England Revolution,1,1
2440,16/09/2018,San Jose Earthquakes,Sporting Kansas City,1,5
2441,16/09/2018,DC United,New York Red Bulls,3,3
2442,16/09/2018,Chicago Fire,Orlando City,4,0
2443,20/09/2018,Portland Timbers,Columbus Crew,3,2
2444,20/09/2018,San Jose Earthquakes,Atlanta United,3,4
2445,20/09/2018,Seattle Sounders,Philadelphia Union,0,1
2446,22/09/2018,Los Angeles FC,San Jose Earthquakes,2,0
2447,22/09/2018,New York Red Bulls,Toronto FC,2,0
2448,23/09/2018,Atlanta United,Real Salt Lake,2,0
2449,23/09/2018,Columbus Crew,Colorado Rapids,2,1
2450,23/09/2018,Montreal Impact,New York City,1,1
2451,23/09/2018,New England Revolution,Chicago Fire,2,2
2452,23/09/2018,Orlando City,Houston Dynamo,0,0
2453,23/09/2018,Minnesota United,Portland Timbers,3,2
2454,23/09/2018,Philadelphia Union,Sporting Kansas City,2,0
2455,24/09/2018,Los Angeles Galaxy,Seattle Sounders,3,0
2456,24/09/2018,Vancouver Whitecaps,FC Dallas,1,2
2457,27/09/2018,New York City,Chicago Fire,2,0
2458,29/09/2018,Chicago Fire,Los Angeles FC,3,1
2459,29/09/2018,Seattle Sounders,Colorado Rapids,4,0
2460,30/09/2018,DC United,Montreal Impact,5,0
2461,30/09/2018,Columbus Crew,Philadelphia Union,0,0
2462,30/09/2018,Toronto FC,New England Revolution,4,1
2463,30/09/2018,Minnesota United,New York City,2,1
2464,30/09/2018,Houston Dynamo,San Jose Earthquakes,3,2
2465,30/09/2018,Los Angeles Galaxy,Vancouver Whitecaps,3,0
2466,30/09/2018,Portland Timbers,FC Dallas,0,0
2467,30/09/2018,New York Red Bulls,Atlanta United,2,0
2468,30/09/2018,Sporting Kansas City,Real Salt Lake,1,1
2469,06/10/2018,Montreal Impact,Columbus Crew,3,0
2470,06/10/2018,Atlanta United,New England Revolution,2,1
2471,06/10/2018,Toronto FC,Vancouver Whitecaps,1,2
2472,07/10/2018,Philadelphia Union,Minnesota United,5,1
2473,07/10/2018,FC Dallas,Orlando City,2,0
2474,07/10/2018,Sporting Kansas City,Los Angeles Galaxy,1,1
2475,07/10/2018,Colorado Rapids,Los Angeles FC,0,3
2476,07/10/2018,Real Salt Lake,Portland Timbers,1,4
2477,07/10/2018,San Jose Earthquakes,New York Red Bulls,1,3
2478,07/10/2018,DC United,Chicago Fire,2,1
2479,09/10/2018,Seattle Sounders,Houston Dynamo,4,1
2480,13/10/2018,Los Angeles FC,Houston Dynamo,4,2
2481,13/10/2018,Minnesota United,Colorado Rapids,0,2
2482,13/10/2018,DC United,FC Dallas,1,0
2483,14/10/2018,New England Revolution,Orlando City,2,0
2484,18/10/2018,DC United,Toronto FC,1,0
2485,18/10/2018,Orlando City,Seattle Sounders,1,2
2486,18/10/2018,Vancouver Whitecaps,Sporting Kansas City,1,4
2487,19/10/2018,Real Salt Lake,New England Revolution,4,1
2488,21/10/2018,Atlanta United,Chicago Fire,2,1
2489,21/10/2018,DC United,New York City,3,1
2490,21/10/2018,Montreal Impact,Toronto FC,2,0
2491,21/10/2018,Orlando City,Columbus Crew,2,1
2492,21/10/2018,Philadelphia Union,New York Red Bulls,0,1
2493,21/10/2018,FC Dallas,Sporting Kansas City,0,3
2494,21/10/2018,Houston Dynamo,Seattle Sounders,2,3
2495,21/10/2018,Los Angeles FC,Vancouver Whitecaps,2,2
2496,21/10/2018,Minnesota United,Los Angeles Galaxy,1,3
2497,21/10/2018,Portland Timbers,Real Salt Lake,3,0
2498,21/10/2018,San Jose Earthquakes,Colorado Rapids,0,0
2499,28/10/2018,Chicago Fire,DC United,0,0
2500,28/10/2018,Colorado Rapids,FC Dallas,2,1
2501,28/10/2018,Columbus Crew,Minnesota United,3,2
2502,28/10/2018,Los Angeles Galaxy,Houston Dynamo,2,3
2503,28/10/2018,New England Revolution,Montreal Impact,1,0
2504,28/10/2018,New York City,Philadelphia Union,3,1
2505,28/10/2018,New York Red Bulls,Orlando City,1,0
2506,28/10/2018,Seattle Sounders,San Jose Earthquakes,2,1
2507,28/10/2018,Sporting Kansas City,Los Angeles FC,2,1
2508,28/10/2018,Toronto FC,Atlanta United,4,1
2509,28/10/2018,Vancouver Whitecaps,Portland Timbers,2,1
2510,31/10/2018,New York City,Philadelphia Union,3,1
2511,01/11/2018,FC Dallas,Portland Timbers,1,2
2512,02/11/2018,DC United,Columbus Crew,1,1
2513,02/11/2018,Los Angeles FC,Real Salt Lake,2,3
2514,04/11/2018,Columbus Crew,New York Red Bulls,1,0
2515,04/11/2018,Portland Timbers,Seattle Sounders,2,1
2516,05/11/2018,New York City,Atlanta United,0,1
2517,05/11/2018,Real Salt Lake,Sporting Kansas City,1,1
2518,09/11/2018,Seattle Sounders,Portland Timbers,2,1
2519,11/11/2018,Sporting Kansas City,Real Salt Lake,4,2
2520,11/11/2018,Atlanta United,New York City,3,1
2521,12/11/2018,New York Red Bulls,Columbus Crew,3,0
2522,25/11/2018,Atlanta United,New York Red Bulls,3,0
2523,26/11/2018,Portland Timbers,Sporting Kansas City,0,0
2524,30/11/2018,New York Red Bulls,Atlanta United,1,0
2525,30/11/2018,Sporting Kansas City,Portland Timbers,2,3
2526,09/12/2018,Atlanta United,Portland Timbers,2,0
2527,02/03/2019,Philadelphia Union,Toronto FC,1,3
2528,02/03/2019,Orlando City,New York City,2,2
2529,02/03/2019,Columbus Crew,New York Red Bulls,1,1
2530,02/03/2019,FC Dallas,New England Revolution,1,1
2531,02/03/2019,Colorado Rapids,Portland Timbers,3,3
2532,02/03/2019,Houston Dynamo,Real Salt Lake,1,1
2533,02/03/2019,Vancouver Whitecaps,Minnesota United,2,3
2534,03/03/2019,Los Angeles Galaxy,Chicago Fire,2,1
2535,03/03/2019,San Jose Earthquakes,Montreal Impact,1,2
2536,03/03/2019,Seattle Sounders,Cincinnati,4,1
2537,03/03/2019,DC United,Atlanta United,2,0
2538,04/03/2019,Los Angeles FC,Sporting Kansas City,2,1
2539,09/03/2019,Chicago Fire,Orlando City,1,1
2540,09/03/2019,New England Revolution,Columbus Crew,0,2
2541,09/03/2019,FC Dallas,Los Angeles Galaxy,2,0
2542,09/03/2019,Houston Dynamo,Montreal Impact,2,1
2543,09/03/2019,Real Salt Lake,Vancouver Whitecaps,1,0
2544,10/03/2019,San Jose Earthquakes,Minnesota United,0,3
2545,10/03/2019,Seattle Sounders,Colorado Rapids,2,0
2546,10/03/2019,New York City,DC United,0,0
2547,10/03/2019,Sporting Kansas City,Philadelphia Union,2,0
2548,10/03/2019,Atlanta United,Cincinnati,1,1
2549,10/03/2019,Los Angeles FC,Portland Timbers,4,1
2550,16/03/2019,Chicago Fire,Seattle Sounders,2,4
2551,16/03/2019,Columbus Crew,FC Dallas,1,0
2552,16/03/2019,Houston Dynamo,Vancouver Whitecaps,3,2
2553,16/03/2019,New York Red Bulls,San Jose Earthquakes,4,1
2554,16/03/2019,Orlando City,Montreal Impact,1,3
2555,17/03/2019,DC United,Real Salt Lake,5,0
2556,17/03/2019,Los Angeles Galaxy,Minnesota United,3,2
2557,17/03/2019,New York City,Los Angeles FC,2,2
2558,17/03/2019,Cincinnati,Portland Timbers,3,0
2559,17/03/2019,Atlanta United,Philadelphia Union,1,1
2560,17/03/2019,Toronto FC,New England Revolution,3,2
2561,18/03/2019,Colorado Rapids,Sporting Kansas City,1,1
2562,23/03/2019,FC Dallas,Colorado Rapids,2,1
2563,23/03/2019,New York Red Bulls,Orlando City,0,1
2564,23/03/2019,Philadelphia Union,Columbus Crew,3,0
2565,24/03/2019,Los Angeles FC,Real Salt Lake,2,1
2566,24/03/2019,New England Revolution,Cincinnati,0,2
2567,30/03/2019,Toronto FC,New York City,4,0
2568,30/03/2019,Chicago Fire,New York Red Bulls,1,0
2569,30/03/2019,New England Revolution,Minnesota United,2,1
2570,30/03/2019,Sporting Kansas City,Montreal Impact,7,1
2571,30/03/2019,San Jose Earthquakes,Los Angeles FC,0,5
2572,30/03/2019,Cincinnati,Philadelphia Union,0,2
2573,30/03/2019,Columbus Crew,Atlanta United,2,0
2574,31/03/2019,Colorado Rapids,Houston Dynamo,1,4
2575,31/03/2019,Real Salt Lake,FC Dallas,2,4
2576,31/03/2019,Vancouver Whitecaps,Seattle Sounders,0,0
2577,31/03/2019,Orlando City,DC United,1,2
2578,01/04/2019,Los Angeles Galaxy,Portland Timbers,2,1
2579,06/04/2019,Vancouver Whitecaps,Los Angeles Galaxy,0,2
2580,06/04/2019,New York City,Montreal Impact,0,0
2581,06/04/2019,DC United,Los Angeles FC,0,4
2582,06/04/2019,Toronto FC,Chicago Fire,2,2
2583,07/04/2019,New York Red Bulls,Minnesota United,1,2
2584,07/04/2019,Columbus Crew,New England Revolution,1,0
2585,07/04/2019,Orlando City,Colorado Rapids,4,3
2586,07/04/2019,Philadelphia Union,FC Dallas,2,1
2587,07/04/2019,San Jose Earthquakes,Portland Timbers,3,0
2588,07/04/2019,Seattle Sounders,Real Salt Lake,1,0
2589,07/04/2019,Cincinnati,Sporting Kansas City,1,1
2590,10/04/2019,DC United,Montreal Impact,0,0
2591,13/04/2019,Chicago Fire,Vancouver Whitecaps,1,1
2592,13/04/2019,Montreal Impact,Columbus Crew,1,0
2593,13/04/2019,Houston Dynamo,San Jose Earthquakes,2,1
2594,13/04/2019,Seattle Sounders,Toronto FC,3,2
2595,13/04/2019,Minnesota United,New York City,3,3
2596,14/04/2019,New England Revolution,Atlanta United,0,2
2597,14/04/2019,FC Dallas,Portland Timbers,2,1
2598,14/04/2019,Colorado Rapids,DC United,2,3
2599,14/04/2019,Real Salt Lake,Orlando City,2,1
2600,14/04/2019,Los Angeles FC,Cincinnati,2,0
2601,14/04/2019,Los Angeles Galaxy,Philadelphia Union,2,0
2602,15/04/2019,Sporting Kansas City,New York Red Bulls,2,2
2603,18/04/2019,Vancouver Whitecaps,Los Angeles FC,1,0
2604,20/04/2019,Cincinnati,Real Salt Lake,0,3
2605,20/04/2019,Toronto FC,Minnesota United,4,3
2606,20/04/2019,Los Angeles Galaxy,Houston Dynamo,2,1
2607,20/04/2019,Chicago Fire,Colorado Rapids,4,1
2608,20/04/2019,Philadelphia Union,Montreal Impact,3,0
2609,20/04/2019,Orlando City,Vancouver Whitecaps,1,0
2610,20/04/2019,Atlanta United,FC Dallas,1,2
2611,21/04/2019,Columbus Crew,Portland Timbers,1,3
2612,21/04/2019,New England Revolution,New York Red Bulls,1,0
2613,21/04/2019,San Jose Earthquakes,Sporting Kansas City,4,1
2614,21/04/2019,DC United,New York City,0,2
2615,22/04/2019,Los Angeles FC,Seattle Sounders,4,1
2616,25/04/2019,New York City,Chicago Fire,1,0
2617,25/04/2019,Columbus Crew,DC United,0,1
2618,25/04/2019,New England Revolution,Montreal Impact,0,3
2619,25/04/2019,Minnesota United,Los Angeles Galaxy,0,0
2620,25/04/2019,Seattle Sounders,San Jose Earthquakes,2,2
2621,27/04/2019,New York City,Orlando City,1,1
2622,27/04/2019,Toronto FC,Portland Timbers,1,2
2623,27/04/2019,FC Dallas,San Jose Earthquakes,0,0
2624,27/04/2019,Vancouver Whitecaps,Philadelphia Union,1,1
2625,27/04/2019,Atlanta United,Colorado Rapids,1,0
2626,28/04/2019,New York Red Bulls,Cincinnati,1,0
2627,28/04/2019,Houston Dynamo,Columbus Crew,2,0
2628,28/04/2019,Sporting Kansas City,New England Revolution,4,4
2629,28/04/2019,Montreal Impact,Chicago Fire,1,0
2630,28/04/2019,Minnesota United,DC United,1,0
2631,28/04/2019,Seattle Sounders,Los Angeles FC,1,1
2632,29/04/2019,Los Angeles Galaxy,Real Salt Lake,2,1
2633,02/05/2019,Philadelphia Union,Cincinnati,2,0
2634,04/05/2019,Colorado Rapids,Vancouver Whitecaps,2,3
2635,04/05/2019,New York Red Bulls,Los Angeles Galaxy,3,2
2636,04/05/2019,Houston Dynamo,FC Dallas,2,1
2637,04/05/2019,Orlando City,Toronto FC,0,2
2638,04/05/2019,Montreal Impact,New York City,0,2
2639,05/05/2019,Philadelphia Union,New England Revolution,6,1
2640,05/05/2019,DC United,Columbus Crew,3,1
2641,05/05/2019,Minnesota United,Seattle Sounders,1,1
2642,05/05/2019,Real Salt Lake,Portland Timbers,1,2
2643,05/05/2019,San Jose Earthquakes,Cincinnati,1,0
2644,05/05/2019,Los Angeles FC,Chicago Fire,0,0
2645,06/05/2019,Sporting Kansas City,Atlanta United,0,3
2646,09/05/2019,Atlanta United,Toronto FC,2,0
2647,09/05/2019,Columbus Crew,Los Angeles Galaxy,3,1
2648,09/05/2019,Chicago Fire,New England Revolution,5,0
2649,09/05/2019,New York Red Bulls,Montreal Impact,1,2
2650,11/05/2019,Vancouver Whitecaps,Portland Timbers,1,0
2651,11/05/2019,Cincinnati,Montreal Impact,2,1
2652,11/05/2019,FC Dallas,New York Red Bulls,1,3
2653,11/05/2019,Toronto FC,Philadelphia Union,1,2
2654,11/05/2019,Los Angeles Galaxy,New York City,0,2
2655,12/05/2019,Columbus Crew,Los Angeles FC,0,3
2656,12/05/2019,New England Revolution,San Jose Earthquakes,3,1
2657,12/05/2019,Chicago Fire,Minnesota United,2,0
2658,12/05/2019,Colorado Rapids,Real Salt Lake,2,3
2659,12/05/2019,Seattle Sounders,Houston Dynamo,1,0
2660,12/05/2019,Atlanta United,Orlando City,1,0
2661,13/05/2019,DC United,Sporting Kansas City,1,0
2662,16/05/2019,Toronto FC,DC United,0,0
2663,16/05/2019,Houston Dynamo,Portland Timbers,1,1
2664,16/05/2019,Vancouver Whitecaps,Atlanta United,0,1
2665,16/05/2019,Seattle Sounders,Orlando City,2,1
2666,17/05/2019,Los Angeles FC,FC Dallas,2,0
2667,18/05/2019,Montreal Impact,New England Revolution,0,0
2668,18/05/2019,Real Salt Lake,Toronto FC,3,0
2669,18/05/2019,San Jose Earthquakes,Chicago Fire,4,1
2670,19/05/2019,Philadelphia Union,Seattle Sounders,0,0
2671,19/05/2019,Minnesota United,Columbus Crew,1,0
2672,19/05/2019,Houston Dynamo,DC United,2,1
2673,19/05/2019,Sporting Kansas City,Vancouver Whitecaps,1,1
2674,19/05/2019,Orlando City,Cincinnati,5,1
2675,19/05/2019,New York Red Bulls,Atlanta United,1,0
2676,20/05/2019,FC Dallas,Los Angeles FC,1,1
2677,20/05/2019,Los Angeles Galaxy,Colorado Rapids,0,1
2678,23/05/2019,New York Red Bulls,Vancouver Whitecaps,2,2
2679,25/05/2019,Orlando City,Los Angeles Galaxy,0,1
2680,25/05/2019,Real Salt Lake,Atlanta United,2,1
2681,25/05/2019,Los Angeles FC,Montreal Impact,4,2
2682,25/05/2019,Chicago Fire,New York City,1,1
2683,26/05/2019,Vancouver Whitecaps,FC Dallas,2,1
2684,26/05/2019,Cincinnati,New York Red Bulls,0,2
2685,26/05/2019,New England Revolution,DC United,1,1
2686,26/05/2019,Philadelphia Union,Portland Timbers,1,3
2687,26/05/2019,Minnesota United,Houston Dynamo,1,0
2688,26/05/2019,Colorado Rapids,Columbus Crew,3,2
2689,26/05/2019,Sporting Kansas City,Seattle Sounders,3,2
2690,27/05/2019,Toronto FC,San Jose Earthquakes,1,2
2691,30/05/2019,Atlanta United,Minnesota United,3,0
2692,30/05/2019,Montreal Impact,Real Salt Lake,2,1
2693,30/05/2019,DC United,Chicago Fire,3,3
2694,30/05/2019,Philadelphia Union,Colorado Rapids,1,1
2695,30/05/2019,Sporting Kansas City,Los Angeles Galaxy,0,2
2696,01/06/2019,Vancouver Whitecaps,Toronto FC,1,1
2697,01/06/2019,Montreal Impact,Orlando City,0,3
2698,01/06/2019,Atlanta United,Chicago Fire,2,0
2699,02/06/2019,New York Red Bulls,Real Salt Lake,4,0
2700,02/06/2019,Columbus Crew,New York City,2,2
2701,02/06/2019,DC United,San Jose Earthquakes,1,1
2702,02/06/2019,FC Dallas,Seattle Sounders,2,1
2703,02/06/2019,Colorado Rapids,Cincinnati,3,1
2704,02/06/2019,Houston Dynamo,Sporting Kansas City,1,1
2705,02/06/2019,Portland Timbers,Los Angeles FC,2,3
2706,02/06/2019,Minnesota United,Philadelphia Union,2,3
2707,03/06/2019,Los Angeles Galaxy,New England Revolution,1,2
2708,06/06/2019,Montreal Impact,Seattle Sounders,2,1
2709,07/06/2019,New York City,Cincinnati,5,2
2710,08/06/2019,Toronto FC,Sporting Kansas City,2,2
2711,08/06/2019,San Jose Earthquakes,FC Dallas,2,2
2712,09/06/2019,Philadelphia Union,New York Red Bulls,3,2
2713,09/06/2019,Colorado Rapids,Minnesota United,1,0
2714,23/06/2019,FC Cincinnati,Los Angeles Galaxy,0,2
2715,23/06/2019,Chicago Fire,Real Salt Lake,1,1
2716,23/06/2019,FC Dallas,Toronto FC,3,0
2717,23/06/2019,Vancouver Whitecaps,Colorado Rapids,2,2
2718,23/06/2019,Portland Timbers,Houston Dynamo,4,0
2719,23/06/2019,Columbus Crew,Sporting Kansas City,0,1
2720,27/06/2019,New England Revolution,Philadelphia Union,1,1
2721,27/06/2019,Montreal Impact,Portland Timbers,2,1
2722,27/06/2019,DC United,Orlando City,1,0
2723,27/06/2019,Toronto FC,Atlanta United,3,2
2724,27/06/2019,FC Dallas,Vancouver Whitecaps,2,2
2725,27/06/2019,San Jose Earthquakes,Houston Dynamo,2,0
2726,29/06/2019,New York Red Bulls,Chicago Fire,3,1
2727,29/06/2019,Colorado Rapids,Los Angeles FC,1,0
2728,29/06/2019,Minnesota United,FC Cincinnati,7,1
2729,29/06/2019,Atlanta United,Montreal Impact,2,1
2730,30/06/2019,New York City,Philadelphia Union,4,2
2731,30/06/2019,Columbus Crew,Orlando City,0,2
2732,30/06/2019,New England Revolution,Houston Dynamo,2,1
2733,30/06/2019,DC United,Toronto FC,1,1
2734,30/06/2019,Real Salt Lake,Sporting Kansas City,2,0
2735,30/06/2019,San Jose Earthquakes,Los Angeles Galaxy,3,0
2736,30/06/2019,Seattle Sounders,Vancouver Whitecaps,1,0
2737,01/07/2019,Portland Timbers,FC Dallas,1,0
